127.0.0.1 - - [01/Sep/2020:14:30:49 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:31:34 +0900] "GET /Lecture_Evaluation/evaluationRegisterAction.jsp%20method=?lectureName=%EA%B0%95%EC%9D%98&professorName=%EA%B5%90%EC%88%98&lectureYear=2018&semesterDivide=1%ED%95%99%EA%B8%B0&lectureDivde=%EC%A0%84%EA%B3%B5&evaluationTime=%EC%A0%9C%EB%AA%A9&evaluationContent=%EB%82%B4%EC%9A%A9&totalScore=A&totalScore=A&comfortableScore=A&comfortableScore=A HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:33:40 +0900] "GET /Lecture_Evaluation/evaluationRegisterAction.jsp%20method=?lectureName=%EA%B0%95%EC%9D%98&professorName=%EA%B5%90%EC%88%98&lectureYear=2018&semesterDivide=1%ED%95%99%EA%B8%B0&lectureDivde=%EC%A0%84%EA%B3%B5&evaluationTime=%EC%A0%9C%EB%AA%A92&evaluationContent=%EB%82%B4%EC%9A%A93&totalScore=A&totalScore=A&comfortableScore=A&comfortableScore=A HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:40:32 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9888
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:40:33 +0900] "GET /favicon.ico HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:40:38 +0900] "POST /Lecture_Evaluation/evaluationRegisterAction.jsp HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:40:47 +0900] "POST /Lecture_Evaluation/evaluationRegisterAction.jsp HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:52:13 +0900] "POST /Lecture_Evaluation/evaluationRegisterAction.jsp HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:52:16 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9887
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:52:18 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9887
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:52:23 +0900] "POST /Lecture_Evaluation/evaluationRegisterAction.jsp HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:54:55 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9887
0:0:0:0:0:0:0:1 - - [01/Sep/2020:14:55:03 +0900] "POST /Lecture_Evaluation/evaluationRegisterAction.jsp HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:39:39 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 93
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:39:40 +0900] "GET /Lecture_Evaluation/userLogin.jsp HTTP/1.1" 200 2565
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:39:43 +0900] "GET /Lecture_Evaluation/userLogin.jsp HTTP/1.1" 200 2565
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:39:46 +0900] "POST /Lecture_Evaluation/userLoginAction.jsp HTTP/1.1" 200 50
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:39:46 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9887
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:39:52 +0900] "POST /Lecture_Evaluation/evaluationRegisterAction.jsp HTTP/1.1" 200 50
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:39:52 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9887
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:59:34 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9887
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:59:38 +0900] "POST /Lecture_Evaluation/reportAction.jsp HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [01/Sep/2020:15:59:40 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9887
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:00:39 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9887
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:00:47 +0900] "POST /Lecture_Evaluation/reportAction.jsp HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:23:31 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9947
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:23:33 +0900] "GET /Lecture_Evaluation/index.jsp?search=123213 HTTP/1.1" 200 9947
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:46 +0900] "GET /Lecture_Evaluation/index.jsp?search=312 HTTP/1.1" 200 9947
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:49 +0900] "GET /Lecture_Evaluation/userLogout.jsp HTTP/1.1" 200 61
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:49 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 93
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:50 +0900] "GET /Lecture_Evaluation/userLogin.jsp HTTP/1.1" 200 2625
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:52 +0900] "GET /Lecture_Evaluation/index.jsp?search=123 HTTP/1.1" 200 93
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:54 +0900] "GET /Lecture_Evaluation/userLogin.jsp HTTP/1.1" 200 2625
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:55 +0900] "GET /Lecture_Evaluation/index.jsp?search=123 HTTP/1.1" 200 93
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:56 +0900] "GET /Lecture_Evaluation/userLogin.jsp HTTP/1.1" 200 2625
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:58 +0900] "POST /Lecture_Evaluation/userLoginAction.jsp HTTP/1.1" 200 50
0:0:0:0:0:0:0:1 - - [01/Sep/2020:16:25:58 +0900] "GET /Lecture_Evaluation/index.jsp HTTP/1.1" 200 9947
